Image,Granulocyte,Lymphocyte,Plasma,Stromal,Tumor
2021-05-07_19.22.18_Region2_tile8.png,0,0,0,18,1
2021-07-14_19.29.44_Region3_tile6.png,0,0,0,0,37
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile28.png,24,0,0,0,8
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile15.png,8,9,0,0,28
2021-07-14_20.02.54_Region1_tile50.png,0,0,0,0,6
2021-07-12_17.01.28_Region12_tile8.png,0,49,0,6,0
2021-07-12_16.28.47_Region44_tile2.png,0,5,30,12,0
2021-05-07_18.22.27_Region1_tile44.png,0,3,3,13,0
2021-07-14_19.29.44_Region3_tile12.png,0,0,0,3,18
2021-05-07_21.28.14_Region1_tile1.png,0,0,0,0,8
2021-05-07_18.22.27_Region6_tile27.png,0,0,0,12,0
2021-07-12_17.01.28_Region1_tile3.png,0,41,0,6,0
2021-07-12_17.01.28_Region8_tile20.png,0,0,0,0,4
2021-05-07_21.28.14_Region1_tile19.png,0,0,0,1,31
2021-07-14_20.02.54_Region3_tile11.png,0,0,0,18,4
2021-05-07_18.22.27_Region1_tile4.png,0,5,0,5,0
2021-07-14_19.58.43_Region4_tile24.png,0,0,0,4,0
ImageCollection_0000079196_2021-01-28_18_09_40.scn_-_Series_1_Region30_tile6.png,53,0,0,8,35
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region13_tile21.png,0,55,4,67,11
2021-05-07_18.22.27_Region1_tile43.png,0,1,4,27,0
2021-07-14_19.29.44_Region2_tile8.png,0,46,0,8,0
2021-05-07_21.28.14_Region1_tile6.png,0,0,0,0,10
2021-05-07_18.22.27_Region6_tile20.png,0,0,0,0,21
2021-07-14_19.29.44_Region3_tile15.png,0,0,0,4,26
2021-07-12_17.01.28_Region1_tile4.png,0,13,0,22,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile18.png,4,15,0,0,19
2021-07-12_17.01.28_Region8_tile27.png,0,0,0,0,10
2021-07-12_17.01.28_Region2_tile18.png,0,0,0,0,16
2021-05-07_18.22.27_Region1_tile3.png,0,0,0,6,0
2021-07-14_20.02.54_Region3_tile16.png,0,0,0,9,7
2021-07-14_19.58.43_Region4_tile23.png,0,0,0,0,0
2021-07-14_19.58.43_Region2_tile36.png,0,0,0,5,0
ImageCollection_0000079196_2021-01-28_18_09_40.scn_-_Series_1_Region30_tile1.png,4,2,13,25,43
2021-07-14_19.58.43_Region3_tile40.png,0,0,0,6,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile2.png,6,0,0,0,22
2021-05-07_18.03.28_Region3_tile16.png,0,0,0,9,12
2021-07-12_16.28.47_Region31_tile17.png,1,0,0,0,21
2021-07-14_19.29.44_Region3_tile1.png,0,0,0,0,31
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile12.png,34,7,0,1,13
2021-07-12_16.28.47_Region10_tile4.png,0,1,11,14,11
H2019001505S2-10-2_2021-01-28_18_22_59.scn_-_Series_1_Region7_tile2.png,0,13,0,36,49
2021-07-14_19.58.43_Region5_tile29.png,0,0,0,1,0
2021-05-07_19.22.18_Region4_tile10.png,14,3,0,11,0
2021-07-12_16.28.47_Region9_tile13.png,0,2,18,10,0
2021-07-14_19.29.44_Region2_tile6.png,0,1,0,0,19
2021-07-12_17.01.28_Region8_tile104.png,0,0,0,0,14
2021-07-12_16.28.47_Region11_tile3.png,0,0,38,4,0
2021-05-07_21.28.14_Region1_tile8.png,0,0,0,0,8
2021-07-14_19.44.36_Region4_tile3.png,0,0,0,0,3
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile16.png,3,22,0,0,39
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region5_tile5.png,12,153,1,21,6
2021-07-12_17.01.28_Region2_tile16.png,0,0,0,0,11
2021-07-12_17.01.28_Region8_tile29.png,0,0,0,0,18
2021-07-14_20.02.54_Region3_tile5.png,0,0,0,13,6
2021-07-14_19.58.43_Region2_tile38.png,0,0,0,8,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile5.png,41,4,0,0,18
2021-07-14_20.02.54_Region3_tile18.png,0,0,0,12,0
2021-05-07_21.28.14_Region1_tile10.png,0,0,0,0,21
2021-07-14_20.02.54_Region1_tile25.png,0,0,0,0,11
2021-07-12_16.28.47_Region31_tile19.png,0,0,0,0,23
2021-07-14_19.29.44_Region2_tile11.png,0,4,0,0,31
2021-05-07_18.22.27_Region1_tile31.png,0,3,0,11,0
2021-05-07_19.22.18_Region2_tile1.png,0,23,22,13,0
2021-05-07_18.22.27_Region6_tile52.png,0,1,2,3,15
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile21.png,8,0,0,0,19
2021-07-12_16.28.47_Region45_tile2.png,0,7,22,7,10
2021-07-14_19.58.43_Region2_tile44.png,0,1,0,4,5
2021-07-12_17.01.28_Region12_tile1.png,0,52,0,3,0
2021-07-14_19.58.43_Region3_tile32.png,0,0,0,1,13
2021-07-14_19.58.43_Region5_tile27.png,0,0,0,5,0
2021-07-14_20.01.02_Region32_tile30.png,0,0,0,0,7
2021-07-14_20.01.02_Region21_tile12.png,0,3,11,2,0
2021-07-12_16.28.47_Region14_tile11.png,0,0,12,15,0
2021-05-07_18.22.27_Region1_tile36.png,3,13,6,5,0
2021-07-14_19.29.44_Region2_tile16.png,0,10,0,10,14
2021-05-07_18.22.27_Region6_tile55.png,1,0,0,13,5
2021-05-07_19.22.18_Region2_tile6.png,0,12,29,10,0
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region1_tile26.png,2,1,0,0,19
2021-07-14_19.44.36_Region4_tile19.png,0,0,0,4,10
2021-07-14_19.29.44_Region3_tile8.png,0,0,0,0,18
2021-07-12_16.28.47_Region45_tile5.png,0,4,26,4,10
2021-07-12_17.01.28_Region8_tile52.png,0,0,0,0,9
2021-07-12_17.01.28_Region8_tile83.png,0,0,0,0,18
2021-07-14_19.58.43_Region2_tile43.png,0,0,0,0,8
2021-07-12_17.01.28_Region12_tile6.png,0,46,0,5,0
2021-07-14_19.58.43_Region5_tile20.png,0,0,0,25,0
2021-07-14_19.58.43_Region3_tile35.png,0,0,0,4,3
2021-07-12_16.28.47_Region9_tile14.png,0,4,1,9,10
2021-07-14_19.29.44_Region1_tile21.png,0,1,0,3,19
2021-07-14_20.01.02_Region21_tile3.png,0,4,35,4,0
2021-07-14_19.29.44_Region2_tile1.png,0,47,0,8,0
2021-05-07_18.22.27_Region6_tile29.png,3,2,3,14,6
2021-07-12_16.28.47_Region11_tile4.png,0,0,28,11,0
2021-07-12_17.01.28_Region8_tile103.png,0,0,0,0,18
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region2_tile11.png,2,30,0,0,27
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region5_tile2.png,3,224,8,26,0
2021-07-14_19.44.36_Region4_tile4.png,0,0,0,0,8
2021-07-12_17.01.28_Region2_tile11.png,0,0,0,0,11
2021-07-14_20.02.54_Region3_tile2.png,0,0,0,5,26
H2018029881S1-1-2_-_2021-07-14_19.28.39_Region3_tile2.png,3,1,0,0,19
2021-05-07_21.28.14_Region1_tile17.png,0,0,0,0,27
2021-07-14_20.02.54_Region1_tile22.png,0,0,0,0,7
2021-07-14_19.58.43_Region3_tile49.png,0,2,0,5,0
2021-07-12_17.01.28_Region8_tile77.png,0,0,0,0,13
2021-05-07_20.27.28_Region2_tile3.png,0,0,0,15,1
2021-07-14_20.02.54_Region4_tile25.png,0,0,0,0,15
2021-07-12_16.28.47_Region9_tile7.png,0,0,23,10,0
2021-07-14_20.01.02_Region32_tile15.png,0,0,0,0,10
2021-05-07_18.22.27_Region6_tile70.png,0,2,2,0,23
2021-07-12_16.28.47_Region41_tile3.png,0,12,20,17,0
2021-07-12_17.01.28_Region4_tile2.png,0,0,0,0,13
2021-05-07_18.22.27_Region1_tile13.png,1,2,0,4,0
2021-07-14_19.58.43_Region2_tile8.png,0,0,0,0,0
2021-05-07_20.27.28_Region1_tile14.png,0,0,0,11,17
2021-07-12_17.01.28_Region2_tile34.png,0,1,0,0,20
2021-07-12_17.01.28_Region4_tile21.png,0,0,0,0,18
2021-07-14_19.44.36_Region3_tile23.png,0,70,0,0,0
2021-07-14_19.58.43_Region3_tile1.png,0,2,0,2,0
2021-07-14_19.44.36_Region4_tile40.png,0,0,0,0,3
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region13_tile1.png,0,17,0,58,0
2021-05-07_21.28.14_Region1_tile32.png,0,0,0,0,44
2021-07-12_17.01.28_Region12_tile11.png,0,30,0,16,0
2021-07-12_17.01.28_Region4_tile26.png,0,0,0,0,15
2021-07-12_17.01.28_Region2_tile33.png,1,0,0,2,25
2021-07-14_19.44.36_Region3_tile24.png,0,70,6,0,0
2021-07-14_19.58.43_Region3_tile6.png,0,0,0,8,0
ImageCollection_0000079197_2021-01-28_18_07_18.scn_-_Series_1_Region13_tile6.png,0,21,0,48,0
2021-07-12_17.01.28_Region12_tile16.png,0,34,0,11,0
2021-05-07_18.22.27_Region1_tile68.png,0,0,0,0,7
